uid,isbn,cluster,summary
245525,081293055X,3,a collection personal letters exchanged devoted baseball finest pitchers presenting thoughts players roger clemens david cone tom glavine steve carlton a sampling every pitcher
125013,1556613458,0,despite arthritis mary elderly grandmother determined make final quilt
97802,0870113623,3,quotan autobiographicl tracing young man passage sequence distrubing events hard-won truce himselfquot -- page 4 cover
97826,0440220114,3,after orphaned tongue cut clash bullying welsh noble evyn sold slave serves masters gracious lady swan neck valiant harold godwinson england saxon king
97826,1559586710,3,a party adventurers assemble embark quest
97849,0814405436,0,the edition features case studies highlighting strategies action tools uncover resolve conflicts expanded resources
97851,0515123374,0,while celebrating reclaiming edinburgh castle scottish warrior heads flight stairs -- century
137682,0312319738,3,argues responsible action treatment animals challenging popular conceptions animal feeling awareness profiling safari convention factory farm works top writers
98044,0679412913,3,reconstructs life servant girl maine highly paid courtesan celebrated murder victim new york 1836
98070,0517065258,3,a collection stories jane launchbury deborah tyler sally sheringham starring assorted creepy creatures friendly monsters spark imagination
98144,0446675237,0,a wonderful new addition vision began celestine prophecy when james redfield wrote the celestine prophecy the tenth insight crystallized spiritual vision millions globe
98158,1565845927,3,a professor economics conservative political thinker suggests imposing american-style free market world recipe disaster reverses position conservative agenda
98280,0373292902,0,could a hothouse flower bloom under burning texas skies39riley holt didn39t
118531,0060761555,0,the former campaign manager howard dean explains internet transform obscure presidential candidate front- runner heart national grassroots movement
263698,0312276761,0,this book master thrill -- -tess gerritsen author the apprentice the surgeon settle read throw blanket prepare sleepless night
136752,0312319584,0,discovering serial killer linking crimes periodic table element retired physicist amateur sleuth gloria lamerino teams homicide detective boyfriend find murderer case close
196400,0312864434,0,uther compelling love story books camulod chronicles version legend realistic available readers
257868,0312872305,3,an earthman falls love woman planet transcend time order find
264781,0312878702,0,angered american indifference third world suffering grieving scientist plans unleash deadly plague american populace world-weary conor gale aquatic medical researcher zee aspen forced uneasy
270995,0385333625,3,needless bodes siring progeny surely viscount unsuitable marriage mart but sight gabby leaves quillbreathless
151051,0425179508,3,in order solve murders find rosco future husband belle solve series crossword puzzles includes crossword puzzles answers
130332,0441010970,3,paul anderson victim amnesia races time solve mystery surrounding identity armed flashes past threatening destroy sanity joins forces sandra murray person
120617,0449006220,0,after publicly blaming powerful hmo death eighteen- month-old baby dr earl garnet stunned company strikes back instigating boycott st paul hospital brutal murder local doctor
235716,0451204565,0,returning native missouri janelle coolidge make difficult choice duty father fianct love growing passion fire cloud handsome chippewa warrior dreams
259950,0451207971,3,determined save estate free innocent enslaved brutal husband newly widowed millicent wentworth marries wealthy earl aytoun bitter accused murdering wife discovers love
128937,0451211049,0,looking forward time painting children house frannie aldren broussard stunned receives news father committed suicide heads denver arrange
254612,0670031399,3,a collection short mysteries features opinionated horace rumpole triumphs forces prejudice quotmuddled humanityquot tiptoeing precariously domestic territory quotshe who must be obeyedquot
154583,0684873796,3,the discovery child skeleton thirty years attic stone house purchased leads matt harper journey past solve mystery 15000 printing
154583,1562477536,3,in series letters journal entries twelve-year-old vivien describes abandoned mother struggling survive streets big city searching family
257605,0689849249,3,newcomer holly black enormously powerful voice weaves angst riveting romance capriciously diabolical faerie folk enthralling engaging altogether original reading experience
